date,OT,% WEIGHTED ILI,AGE 0-4,AGE 5-24,AGE 25-49,AGE 50-64,AGE 65
2000-08-14,0.0,0.0,0,0,0.0,0.0,0
2000-08-21,0.0,0.0,0,0,0.0,0.0,0
2000-08-28,0.0,0.0,0,0,0.0,0.0,0
2000-09-04,0.0,0.0,0,0,0.0,0.0,0
2000-09-11,0.0,0.0,0,0,0.0,0.0,0
2000-09-18,0.0,0.0,0,0,0.0,0.0,0
2001-05-21,0.0,0.0,0,0,0.0,0.0,0
2001-05-28,0.0,0.0,0,0,0.0,0.0,0
2001-06-04,0.0,0.0,0,0,0.0,0.0,0
2001-06-11,0.0,0.0,0,0,0.0,0.0,0
2001-06-18,0.0,0.0,0,0,0.0,0.0,0
2001-06-25,0.0,0.0,0,0,0.0,0.0,0
2001-07-02,0.0,0.0,0,0,0.0,0.0,0
2001-07-09,0.0,0.0,0,0,0.0,0.0,0
2001-07-16,0.0,0.0,0,0,0.0,0.0,0
2001-07-23,0.0,0.0,0,0,0.0,0.0,0
2001-07-30,0.0,0.0,0,0,0.0,0.0,0
2001-08-06,0.0,0.0,0,0,0.0,0.0,0
2001-08-13,0.0,0.0,0,0,0.0,0.0,0
2001-08-20,0.0,0.0,0,0,0.0,0.0,0
2001-08-27,0.0,0.0,0,0,0.0,0.0,0
2001-09-03,0.0,0.0,0,0,0.0,0.0,0
2001-09-10,0.0,0.0,0,0,0.0,0.0,0
2001-09-17,0.0,0.0,0,0,0.0,0.0,0
2001-09-24,0.0,0.0,0,0,0.0,0.0,0
2002-05-20,0.0,0.0,0,0,0.0,0.0,0
2002-05-27,0.0,0.0,0,0,0.0,0.0,0
2002-06-03,0.0,0.0,0,0,0.0,0.0,0
2002-06-10,0.0,0.0,0,0,0.0,0.0,0
2002-06-17,0.0,0.0,0,0,0.0,0.0,0
2002-06-24,0.0,0.0,0,0,0.0,0.0,0
2002-07-01,0.0,0.0,0,0,0.0,0.0,0
2002-07-08,0.0,0.0,0,0,0.0,0.0,0
2002-07-15,0.0,0.0,0,0,0.0,0.0,0
2002-07-22,0.0,0.0,0,0,0.0,0.0,0
2002-07-29,0.0,0.0,0,0,0.0,0.0,0
2002-08-05,0.0,0.0,0,0,0.0,0.0,0
2002-08-12,0.0,0.0,0,0,0.0,0.0,0
2002-08-19,0.0,0.0,0,0,0.0,0.0,0
2002-08-26,0.0,0.0,0,0,0.0,0.0,0
2002-09-02,0.0,0.0,0,0,0.0,0.0,0
2002-09-09,0.0,0.0,0,0,0.0,0.0,0
2002-09-16,0.0,0.0,0,0,0.0,0.0,0
2002-09-23,0.0,0.0,0,0,0.0,0.0,0
2009-09-28,5.66087,6.06923,9302,27406,8554.0,2255.0,903
2009-10-05,6.81522,7.09467,11527,32585,10271.0,2800.0,1013
2009-10-12,7.61889,7.7151,13187,39364,12399.0,3048.0,1070
2009-10-19,7.38836,7.55134,13174,36860,12166.0,3083.0,1128
2009-10-26,6.33927,6.67118,12161,30860,10250.0,2672.0,1074
2009-11-02,4.94349,5.20633,10151,21112,8174.0,2314.0,978
2009-11-09,3.80996,4.04477,8979,14652,6163.0,1843.0,883
2009-11-16,3.44106,3.49722,7716,8237,4378.0,1406.0,771
2009-11-23,2.66773,2.69023,7195,7988,4259.0,1470.0,818
2009-11-30,2.47183,2.47119,6490,7218,3588.0,1314.0,715
2009-12-07,2.345,2.44773,6275,5785,3249.0,1113.0,659
2009-12-14,2.71435,2.64594,6078,4127,2677.0,1049.0,644
2009-12-21,2.67667,2.61567,6598,3726,3202.0,1284.0,803
2009-12-28,1.98284,1.90712,4998,3961,3333.0,1244.0,763
2010-01-04,1.82749,1.86738,4877,4614,2793.0,1182.0,622
2010-01-11,1.92606,1.88072,5399,5079,2693.0,1008.0,578
2010-01-18,1.92495,1.96908,5333,5655,2560.0,1046.0,528
2010-01-25,2.08877,2.11387,5816,6142,2581.0,948.0,550
2010-02-01,2.03434,2.09695,5496,5577,2644.0,1006.0,658
2010-02-08,1.97649,1.90294,5388,5536,2649.0,994.0,498
2010-02-15,1.99362,1.96951,5040,6207,2943.0,1218.0,679
2010-02-22,1.85383,1.92331,4281,5685,2763.0,1085.0,672
2010-03-01,1.8673,1.89659,4612,5270,2660.0,1112.0,700
2010-03-08,1.69987,1.75181,4063,4466,2468.0,976.0,628
2010-03-15,1.49741,1.52632,3625,4108,2097.0,827.0,534
2010-03-22,1.45112,1.49572,3408,3733,1954.0,736.0,528
2010-03-29,1.20715,1.22313,3090,2933,1718.0,644.0,428
2010-04-05,1.17415,1.17754,3117,3110,1572.0,598.0,404
2010-04-12,1.16207,1.09112,2921,3044,1461.0,522.0,414
2010-04-19,1.17213,1.11958,3081,2972,1435.0,557.0,395
2010-04-26,1.12168,1.08169,2781,2901,1385.0,482.0,365
2010-05-03,1.14981,1.12497,2851,2645,1363.0,491.0,347
2010-05-10,1.13328,1.06197,2816,2553,1364.0,498.0,372
2010-05-17,1.08171,1.08909,2636,2188,1235.0,445.0,349
2010-05-24,1.19959,1.1776,2413,2172,1212.0,463.0,335
2010-05-31,0.952808,0.97493,2147,1831,1081.0,374.0,322
2010-06-07,0.916032,0.987132,1975,1784,978.0,339.0,240
2010-06-14,0.926582,0.995991,2027,1779,882.0,397.0,249
2010-06-21,0.86962,0.904726,1754,1541,862.0,323.0,238
2010-06-28,0.903133,0.941927,1753,1566,816.0,334.0,222
2010-07-05,0.773776,0.880415,1458,1450,819.0,298.0,209
2010-07-12,0.742774,0.842615,1323,1335,759.0,335.0,198
2010-07-19,0.730934,0.858382,1290,1279,805.0,302.0,174
2010-07-26,0.786882,0.83383,1381,1357,839.0,291.0,209
2010-08-02,0.763051,0.847437,1378,1307,809.0,300.0,214
2010-08-09,0.841043,0.888273,1485,1592,883.0,360.0,198
2010-08-16,0.791573,0.765372,1520,1592,811.0,295.0,202
2010-08-23,0.912732,0.91858,1564,1866,1019.0,354.0,204
2010-08-30,1.03398,1.01432,1850,1959,1076.0,374.0,234
2010-09-06,0.934009,1.01233,1720,2118,1061.0,358.0,253
2010-09-13,1.08189,1.11803,2134,2510,1291.0,480.0,326
2010-09-20,1.06563,1.11806,1995,2383,1269.0,446.0,294
2010-09-27,1.13505,1.10939,2627,3142,1677.0,627.0,400
2010-10-04,1.25256,1.24341,2953,3522,1779.0,649.0,444
2010-10-11,1.2457,1.25726,3044,3641,1898.0,690.0,411
2010-10-18,1.26774,1.25734,3226,3822,1754.0,682.0,420
2010-10-25,1.43723,1.43414,3451,4397,1981.0,736.0,455
2010-11-01,1.53341,1.51838,3927,4679,1956.0,734.0,511
2010-11-08,1.69445,1.61617,4416,5322,2327.0,774.0,497
2010-11-15,1.9915,1.84378,4598,4145,2043.0,743.0,550
2010-11-22,1.81305,1.72535,5045,4978,2440.0,915.0,619
2010-11-29,2.01426,1.87923,5060,5867,2511.0,893.0,627
2010-12-06,2.55659,2.3371,6300,7194,2847.0,1031.0,650
2010-12-13,3.38185,3.03533,7295,7071,3433.0,1262.0,838
2010-12-20,3.43172,3.136,7478,5764,4455.0,1581.0,1068
2010-12-27,2.69151,2.53336,6584,6342,4455.0,1586.0,1059
2011-01-03,2.91063,2.91288,6238,7773,4220.0,1537.0,953
2011-01-10,3.49232,3.44497,7247,11243,5095.0,1734.0,938
2011-01-17,4.0037,4.16185,8007,15291,5952.0,1794.0,931
2011-01-24,4.43534,4.55159,8195,16366,6536.0,1990.0,1197
2011-01-31,4.24215,4.46504,8036,16516,6812.0,1996.0,1096
2011-02-07,4.39719,4.55124,8172,17493,7257.0,2352.0,1293
2011-02-14,3.90256,4.0822,7839,13718,6425.0,2028.0,1267
2011-02-21,3.15073,3.38812,6376,10496,4869.0,1740.0,1146
2011-02-28,2.72422,2.99142,5691,8427,3939.0,1421.0,899
2011-03-07,2.33336,2.61542,5363,6702,3265.0,1175.0,804
2011-03-14,1.925,2.09065,4400,5489,2551.0,978.0,613
2011-03-21,1.75243,1.86146,4189,5025,2244.0,877.0,622
2011-03-28,1.57704,1.61377,3701,4557,1985.0,747.0,508
2011-04-04,1.35766,1.42199,3164,3562,1574.0,641.0,450
2011-04-11,1.31223,1.3382,3139,3064,1505.0,559.0,428
2011-04-18,1.14937,1.19995,2895,2673,1324.0,555.0,383
2011-04-25,1.11451,1.14889,2532,2553,1305.0,524.0,393
2011-05-02,1.10984,1.12194,2551,2595,1254.0,485.0,351
2011-05-09,1.0524,1.06712,2353,2280,1131.0,461.0,305
2011-05-16,1.03536,1.05058,2213,2110,1045.0,405.0,299
2011-05-23,1.11777,1.15203,2249,1980,1013.0,397.0,307
2011-05-30,0.982949,0.970975,2040,1760,1037.0,432.0,278
2011-06-06,0.925194,0.894683,1812,1599,911.0,405.0,262
2011-06-13,0.835531,0.843568,1604,1422,870.0,308.0,244
2011-06-20,0.832393,0.815409,1472,1462,750.0,324.0,210
2011-06-27,0.855591,0.823052,1423,1269,823.0,270.0,224
2011-07-04,0.706949,0.674635,1255,1206,756.0,316.0,188
2011-07-11,0.694387,0.631883,1243,1184,733.0,259.0,178
2011-07-18,0.687976,0.641513,1251,1188,667.0,263.0,169
2011-07-25,0.644743,0.529813,1088,1125,635.0,203.0,151
2011-08-01,0.67533,0.644089,1207,1223,704.0,231.0,158
2011-08-08,0.72823,0.667718,1342,1358,767.0,241.0,166
2011-08-15,0.806526,0.705668,1505,1600,814.0,305.0,220
2011-08-22,0.860408,0.804155,1528,1781,887.0,308.0,213
2011-08-29,0.936075,0.907804,1622,1809,904.0,293.0,185
2011-09-05,0.966683,1.00555,1788,2206,1022.0,346.0,205
2011-09-12,0.996007,1.03601,1816,2264,1126.0,374.0,242
2011-09-19,1.10846,1.07583,2248,2514,1253.0,449.0,244
2011-09-26,1.20345,1.16092,3106,3485,1765.0,632.0,377
2011-10-03,1.23777,1.19785,3317,3667,1777.0,672.0,370
2011-10-10,1.25259,1.27926,3324,3837,1763.0,655.0,379
2011-10-17,1.30546,1.29194,3453,4035,1773.0,657.0,380
2011-10-24,1.45295,1.42824,3634,4658,1957.0,760.0,387
2011-10-31,1.44089,1.39803,3949,4348,2072.0,671.0,456
2011-11-07,1.46221,1.45831,3923,4361,2166.0,797.0,474
2011-11-14,1.65573,1.56548,4125,3340,1803.0,679.0,430
2011-11-21,1.46606,1.34313,4237,3955,2059.0,815.0,413
2011-11-28,1.51811,1.48139,3995,4040,1938.0,772.0,442
2011-12-05,1.66429,1.63398,4579,4097,2077.0,838.0,546
2011-12-12,1.85274,1.83126,5016,3535,2068.0,818.0,521
2011-12-19,2.12413,2.10451,5243,3184,2315.0,946.0,668
2011-12-26,1.76709,1.73625,4514,3393,2342.0,1028.0,715
2012-01-02,1.5434,1.55066,4059,3636,2319.0,918.0,611
2012-01-09,1.64762,1.62891,4364,4030,2247.0,800.0,498
2012-01-16,1.6843,1.76038,4766,4802,2303.0,825.0,513
2012-01-23,1.86354,1.92728,5218,5336,2415.0,915.0,564
2012-01-30,1.86408,1.91994,5028,5555,2582.0,894.0,565
2012-02-06,2.01839,2.09951,5277,5994,2937.0,1054.0,667
2012-02-13,2.10385,2.23973,5246,5990,3009.0,1131.0,761
2012-02-20,2.09555,2.21921,5219,6239,3141.0,1153.0,766
2012-02-27,2.10398,2.16693,4811,6493,2832.0,998.0,629
2012-03-05,2.2941,2.38913,5175,6768,3321.0,1185.0,701
2012-03-12,1.92223,1.96466,4422,5683,2822.0,988.0,609
2012-03-19,1.74239,1.84229,3807,5256,2485.0,920.0,549
2012-03-26,1.67601,1.68674,3582,4631,2306.0,839.0,572
2012-04-02,1.49637,1.53136,3253,4059,2109.0,767.0,544
2012-04-09,1.38202,1.37912,3001,4020,1990.0,719.0,393
2012-04-16,1.28926,1.29515,2638,3802,1831.0,664.0,435
2012-04-23,1.35803,1.39521,2509,3671,1728.0,636.0,455
2012-04-30,1.30833,1.32522,2524,3468,1559.0,606.0,419
2012-05-07,1.26692,1.23059,2465,3087,1547.0,588.0,375
2012-05-14,1.27731,1.23028,2545,3011,1461.0,483.0,378
2012-05-21,1.2991,1.26877,2480,2601,1276.0,446.0,350
2012-05-28,1.16297,1.10782,2336,2352,1281.0,458.0,338
2012-06-04,1.08612,1.09559,2231,2024,1150.0,428.0,300
2012-06-11,1.0568,1.11031,2259,1974,1119.0,411.0,285
2012-06-18,1.07871,1.10616,2168,1850,1058.0,422.0,288
2012-06-25,1.04662,1.10816,1911,1706,1013.0,388.0,273
2012-07-02,0.928152,0.999444,1913,1751,964.0,337.0,220
2012-07-09,0.901936,0.924199,1818,1640,914.0,318.0,241
2012-07-16,0.915356,0.949257,1752,1721,975.0,372.0,283
2012-07-23,0.952548,0.978903,1728,1706,1050.0,408.0,267
2012-07-30,0.916661,0.925024,1660,1718,989.0,375.0,284
2012-08-06,0.901787,0.848456,1721,1755,986.0,357.0,232
2012-08-13,1.03315,1.04451,2098,2128,1194.0,425.0,296
2012-08-20,1.05238,1.0986,1958,2335,1305.0,443.0,277
2012-08-27,1.12713,1.22071,1886,2294,1317.0,481.0,318
2012-09-03,1.1866,1.24976,2176,2870,1408.0,513.0,415
2012-09-10,1.21415,1.22892,2295,2972,1530.0,511.0,348
2012-09-17,1.25198,1.29393,2421,2867,1546.0,575.0,398
2012-09-24,1.20559,1.23034,2773,3691,1814.0,702.0,415
2012-10-01,1.31929,1.3278,2960,4007,1957.0,745.0,489
2012-10-08,1.32737,1.33995,3202,4233,1902.0,760.0,488
2012-10-15,1.36688,1.37842,3346,4268,2012.0,771.0,516
2012-10-22,1.50535,1.50085,3326,4422,2032.0,797.0,484
2012-10-29,1.61273,1.65163,3733,5145,2330.0,925.0,541
2012-11-05,1.75208,1.76746,4034,5526,2569.0,897.0,597
2012-11-12,2.33365,2.30609,4651,5387,2824.0,1105.0,683
2012-11-19,2.2268,2.16324,5102,7018,3950.0,1498.0,953
2012-11-26,2.97657,2.83038,6486,10857,4672.0,1791.0,1071
2012-12-03,3.62552,3.43761,7446,12945,5692.0,2087.0,1262
2012-12-10,4.5532,4.30554,8546,13971,7437.0,2730.0,1648
2012-12-17,6.02598,6.06082,9709,11391,9295.0,3639.0,2554
2012-12-31,4.96368,4.64931,8444,9108,9679.0,4080.0,2792
2013-01-07,4.69072,4.32584,8297,13424,10877.0,4502.0,2796
2013-01-14,4.70473,4.51113,8633,15992,8977.0,3523.0,2316
2013-01-21,4.1646,4.2171,7441,13439,7021.0,2760.0,1765
2013-01-28,3.69533,3.78956,6609,12653,6421.0,2551.0,1574
2013-02-04,3.2363,3.29206,5757,10816,5236.0,1971.0,1207
2013-02-11,2.89421,3.0197,5289,9395,4698.0,1894.0,1045
2013-02-18,2.71742,2.71499,5099,8415,4357.0,1625.0,1023
2013-02-25,2.52297,2.4845,4633,7981,4030.0,1619.0,968
2013-03-04,2.55227,2.57808,4791,7709,3935.0,1536.0,858
2013-03-11,2.43225,2.39237,4480,7065,3606.0,1352.0,889
2013-03-18,2.10851,2.06778,3957,6095,3191.0,1270.0,741
2013-03-25,1.94725,1.90281,3830,5204,2924.0,1124.0,632
2013-04-01,1.74859,1.65902,3516,4299,2677.0,1106.0,675
2013-04-08,1.49713,1.43006,3110,3929,2219.0,957.0,603
2013-04-15,1.32313,1.27757,2707,3509,1757.0,724.0,491
2013-04-22,1.22647,1.19009,2588,3364,1630.0,582.0,425
2013-04-29,1.19614,1.09556,2439,3142,1470.0,565.0,370
2013-05-06,1.19049,1.08589,2422,2877,1474.0,570.0,361
2013-05-13,1.17426,1.07343,2431,2583,1345.0,565.0,393
2013-05-20,1.13342,1.01677,2230,2219,1279.0,493.0,368
2013-05-27,1.14306,1.04847,2109,2094,1147.0,483.0,357
2013-06-03,1.00881,0.920349,1983,1779,1086.0,460.0,330
2013-06-10,1.02358,0.920779,1969,1713,1112.0,468.0,277
2013-06-17,1.00138,0.904333,1877,1766,1040.0,489.0,302
2013-06-24,0.909498,0.83057,1703,1581,947.0,399.0,285
2013-07-01,0.950042,0.862837,1594,1489,851.0,321.0,251
2013-07-08,0.829299,0.732182,1576,1491,862.0,362.0,219
2013-07-15,0.802109,0.724558,1432,1405,849.0,315.0,185
2013-07-22,0.806333,0.740848,1416,1464,800.0,332.0,221
2013-07-29,0.796937,0.726037,1216,1284,852.0,350.0,184
2013-08-05,0.779136,0.755639,1367,1338,870.0,302.0,198
2013-08-12,0.797653,0.761847,1364,1366,919.0,331.0,188
2013-08-19,0.825485,0.779896,1331,1561,892.0,301.0,232
2013-08-26,0.935469,0.899138,1499,1814,1014.0,410.0,316
2013-09-02,1.04345,0.999524,1681,2035,1137.0,462.0,311
2013-09-09,1.09107,1.0558,1926,2437,1217.0,440.0,354
2013-09-16,1.20108,1.0967,2175,2683,1350.0,537.0,365
2013-09-23,1.26179,1.24709,2393,2963,1500.0,648.0,459
2013-09-30,1.13249,1.15746,2974,3769,1840.0,638.0,456
2013-10-07,1.21121,1.27184,3276,3925,1924.0,762.0,533
2013-10-14,1.25682,1.31623,3483,3880,2010.0,785.0,500
2013-10-21,1.37097,1.37444,3930,4484,2292.0,816.0,514
2013-10-28,1.42956,1.46781,4045,4642,2354.0,930.0,531
2013-11-04,1.53588,1.5834,4434,5062,2511.0,953.0,538
2013-11-11,1.60267,1.60253,4643,5000,2716.0,990.0,578
2013-11-18,1.73267,1.72344,4835,5579,3088.0,1083.0,583
2013-11-25,2.09858,2.11076,4937,4313,3027.0,1059.0,639
2013-12-02,2.21374,2.1708,5549,6579,4375.0,1552.0,865
2013-12-09,2.41674,2.36971,5501,7046,4458.0,1591.0,802
2013-12-16,3.03071,3.15997,6555,8406,6525.0,2272.0,939
2013-12-23,4.38724,4.59053,7814,7485,7499.0,2874.0,1316
2013-12-30,4.2112,4.28195,7488,6726,9135.0,3555.0,1750
2014-01-06,3.46492,3.56288,6233,7881,8846.0,3565.0,1622
2014-01-13,3.31698,3.36378,6007,9517,8091.0,3149.0,1606
2014-01-20,3.2407,3.39659,5878,8858,6818.0,2616.0,1332
2014-01-27,2.88598,3.11922,5133,8714,6031.0,2403.0,1203
2014-02-03,2.62172,2.83572,4729,7711,5278.0,2242.0,1125
2014-02-10,2.34067,2.48484,4210,6717,4470.0,1829.0,969
2014-02-17,2.12059,2.2741,4250,6121,4306.0,1684.0,873
2014-02-24,1.91094,2.07244,3953,5875,3691.0,1505.0,890
2014-03-03,1.9023,1.98207,3775,5575,3472.0,1430.0,792
2014-03-10,1.76619,1.82441,3616,5022,3210.0,1360.0,816
2014-03-17,1.85791,1.82036,3798,5611,3285.0,1422.0,810
2014-03-24,1.82094,1.75391,3523,5812,3256.0,1298.0,772
2014-03-31,1.83453,1.74542,3582,5659,3153.0,1436.0,807
2014-04-07,1.75446,1.67236,3574,5587,2943.0,1316.0,786
2014-04-14,1.51636,1.51659,3130,4279,2516.0,1088.0,710
2014-04-21,1.40334,1.44778,2846,3770,2504.0,1036.0,658
2014-04-28,1.2593,1.29028,2501,3591,2084.0,913.0,559
2014-05-05,1.32482,1.37388,2789,3615,2009.0,834.0,528
2014-05-12,1.27576,1.34208,2544,3256,1876.0,825.0,532
2014-05-19,1.29483,1.34563,2733,3068,1742.0,771.0,483
2014-05-26,1.2261,1.21291,2528,2459,1542.0,625.0,504
2014-06-02,1.14538,1.19291,2383,2349,1492.0,607.0,398
2014-06-09,1.0678,1.14146,2227,2181,1413.0,561.0,401
2014-06-16,1.07269,1.06503,2159,2009,1285.0,528.0,388
2014-06-23,1.01298,1.12669,2049,1917,1235.0,509.0,328
2014-06-30,0.994705,0.947353,1865,1688,1075.0,416.0,308
2014-07-07,0.880862,0.944187,1758,1623,1122.0,441.0,351
2014-07-14,0.858173,0.934822,1582,1621,1116.0,403.0,361
2014-07-21,0.805152,0.81736,1455,1450,1128.0,398.0,334
2014-07-28,0.818781,0.852792,1450,1655,1094.0,417.0,326
2014-08-04,0.783735,0.746994,1460,1528,1074.0,409.0,273
2014-08-11,0.848703,0.761098,1528,1631,1107.0,403.0,311
2014-08-18,0.834146,0.767627,1569,1813,1196.0,412.0,315
2014-08-25,0.905981,0.862176,1684,2184,1223.0,401.0,307
2014-09-01,1.04506,0.984907,1753,2258,1284.0,453.0,302
2014-09-08,1.16816,1.16287,2300,3316,1550.0,568.0,396
2014-09-15,1.27649,1.22731,2535,3650,1705.0,605.0,393
2014-09-22,1.29758,1.2071,2522,3447,1820.0,657.0,428
2014-09-29,1.20612,1.16191,2958,3994,1959.0,712.0,527
2014-10-06,1.32485,1.30905,3055,4437,2116.0,821.0,548
2014-10-13,1.41192,1.37072,3442,4728,2321.0,870.0,580
2014-10-20,1.42547,1.43373,3455,4955,2459.0,892.0,531
2014-10-27,1.43909,1.42791,3632,5102,2242.0,807.0,530
2014-11-03,1.61532,1.61605,4277,5799,2349.0,863.0,565
2014-11-10,1.66473,1.65976,4424,5816,2323.0,911.0,588
2014-11-17,2.0058,2.05459,4740,7322,2921.0,1049.0,642
2014-11-24,2.62227,2.53541,5432,6848,3277.0,1165.0,880
2014-12-01,2.60749,2.54253,6185,9106,4623.0,1767.0,1224
2014-12-08,3.4178,3.60563,7424,13050,5287.0,1970.0,1441
2014-12-15,4.46555,4.90976,9270,16418,6920.0,2671.0,2103
2014-12-22,6.11497,5.98221,10363,13951,8982.0,3718.0,3519
2014-12-29,5.30979,5.47421,9732,9406,9348.0,4288.0,4117
2014-12-29,4.07898,4.21374,7160,9589,8072.0,3614.0,3048
2015-01-05,3.93762,4.21022,7044,11966,6946.0,2909.0,2339
2015-01-12,4.15076,4.25968,7840,13949,6451.0,2951.0,2030
2015-01-19,3.87899,3.97761,7118,13159,5844.0,2585.0,1915
2015-01-26,3.45794,3.63443,6656,12093,5380.0,2368.0,1654
2015-02-02,3.06359,3.26527,6429,10328,4884.0,2072.0,1505
2015-02-09,2.82646,2.93083,5537,8164,4295.0,1842.0,1271
2015-02-16,2.3599,2.54474,4823,7280,4061.0,1765.0,1249
2015-02-23,2.33472,2.47227,4639,7116,3914.0,1696.0,1076
2015-03-02,2.21286,2.35665,4710,6748,3654.0,1654.0,1067
2015-03-09,2.07619,2.17008,4559,6084,3482.0,1573.0,997
2015-03-16,2.01267,2.04297,4418,6003,3284.0,1486.0,931
2015-03-23,1.94192,1.954,4174,5623,2968.0,1321.0,889
2015-03-30,1.74809,1.72287,3903,4634,2931.0,1387.0,878
2015-04-06,1.50367,1.53694,3448,4214,2448.0,1160.0,774
2015-04-13,1.43494,1.38283,3182,4011,2052.0,975.0,640
2015-04-20,1.45673,1.46265,3203,4280,2122.0,888.0,602
2015-04-27,1.42836,1.38934,3106,4079,2074.0,846.0,589
2015-05-04,1.35297,1.3468,2805,3641,1810.0,813.0,602
2015-05-11,1.33093,1.25452,2754,3296,1768.0,736.0,470
2015-05-18,1.28422,1.21636,2593,2714,1461.0,652.0,493
2015-05-25,1.13889,1.16734,2211,2345,1334.0,594.0,462
2015-06-01,1.10343,1.04654,2109,2284,1320.0,575.0,456
2015-06-08,0.970748,0.943661,1734,2046,1167.0,495.0,408
2015-06-15,0.998681,0.935046,1897,1921,1170.0,496.0,429
2015-06-22,0.978057,0.934726,1678,1701,1043.0,430.0,380
2015-06-29,0.866431,0.864118,1546,1675,1081.0,443.0,371
2015-07-06,0.827757,0.806535,1487,1609,1028.0,405.0,341
2015-07-13,0.797572,0.742747,1383,1498,1011.0,413.0,321
2015-07-20,0.811221,0.737859,1415,1459,999.0,432.0,300
2015-07-27,0.821165,0.743224,1392,1590,1026.0,420.0,325
2015-08-03,0.819435,0.805251,1330,1667,1062.0,400.0,291
2015-08-10,0.848041,0.816943,1429,1815,1134.0,436.0,359
2015-08-17,0.888524,0.814518,1687,2033,1151.0,423.0,354
2015-08-24,0.962826,0.86067,1636,2292,1230.0,481.0,324
2015-08-31,1.02252,0.886704,1714,2169,1297.0,461.0,329
2015-09-07,1.08392,1.00845,1993,2744,1392.0,536.0,397
2015-09-14,1.17724,1.06625,2178,2947,1520.0,627.0,432
2015-09-21,1.1716,1.05995,2170,2746,1654.0,652.0,404
2015-09-28,1.24325,1.22559,2849,3693,2015.0,871.0,621
2015-10-05,1.3234,1.31066,3016,4007,2102.0,912.0,678
2015-10-12,1.40399,1.3711,3263,4360,2357.0,951.0,653
2015-10-19,1.37629,1.39171,3141,4148,2254.0,927.0,694
2015-10-26,1.46866,1.43712,3563,4783,2450.0,935.0,692
2015-11-02,1.533,1.50165,3746,4725,2517.0,943.0,745
2015-11-09,1.60841,1.59805,3960,5076,2656.0,1026.0,766
2015-11-16,1.90047,1.89668,3974,4073,2427.0,981.0,703
2015-11-23,1.73645,1.67728,4469,5076,3011.0,1232.0,829
2015-11-30,1.81945,1.78296,4575,5384,2902.0,1252.0,873
2015-12-07,1.96571,1.87336,5135,5105,2963.0,1250.0,943
