date,OT,Num_Sites,AQI_Category,Param_Freq,Month,DayOfWeek
1980-06-13,224,34.0,5.0,0.30427436009762815,0.5,0.6666666666666666
1980-06-14,235,33.0,5.0,0.30427436009762815,0.5,0.8333333333333334
1980-06-15,219,32.0,5.0,0.30427436009762815,0.5,1.0
1980-06-16,96,33.0,2.0,0.18687026722573377,0.5,0.0
1980-06-17,108,33.0,3.0,0.30427436009762815,0.5,0.16666666666666666
1980-06-18,214,36.0,5.0,0.30427436009762815,0.5,0.3333333333333333
1980-06-19,201,36.0,5.0,0.30427436009762815,0.5,0.5
1980-06-20,93,35.0,2.0,0.18687026722573377,0.5,0.6666666666666666
1980-06-21,105,34.0,3.0,0.30427436009762815,0.5,0.8333333333333334
1980-06-22,147,31.0,3.0,0.30427436009762815,0.5,1.0
1980-06-23,220,36.0,5.0,0.30427436009762815,0.5,0.0
1980-06-24,230,35.0,5.0,0.30427436009762815,0.5,0.16666666666666666
1980-06-25,212,33.0,5.0,0.30427436009762815,0.5,0.3333333333333333
1980-06-26,119,31.0,3.0,0.30427436009762815,0.5,0.5
1980-06-27,206,34.0,5.0,0.30427436009762815,0.5,0.6666666666666666
1980-06-28,172,34.0,4.0,0.30427436009762815,0.5,0.8333333333333334
1980-06-29,166,33.0,4.0,0.30427436009762815,0.5,1.0
1980-06-30,133,34.0,3.0,0.18687026722573377,0.5,0.0
1980-07-01,154,33.0,4.0,0.30427436009762815,0.5833333333333334,0.16666666666666666
1980-07-02,192,35.0,4.0,0.30427436009762815,0.5833333333333334,0.3333333333333333
1980-07-03,133,35.0,3.0,0.18687026722573377,0.5833333333333334,0.5
1980-07-04,201,35.0,5.0,0.30427436009762815,0.5833333333333334,0.6666666666666666
1980-07-05,227,34.0,5.0,0.30427436009762815,0.5833333333333334,0.8333333333333334
1980-07-06,54,34.0,2.0,0.22880030039426746,0.5833333333333334,1.0
1980-07-07,109,34.0,3.0,0.18687026722573377,0.5833333333333334,0.0
1980-07-08,80,30.0,2.0,0.18687026722573377,0.5833333333333334,0.16666666666666666
1980-07-09,204,34.0,5.0,0.30427436009762815,0.5833333333333334,0.3333333333333333
1980-07-10,217,35.0,5.0,0.30427436009762815,0.5833333333333334,0.5
1980-07-11,205,35.0,5.0,0.30427436009762815,0.5833333333333334,0.6666666666666666
1980-07-12,87,35.0,2.0,0.18687026722573377,0.5833333333333334,0.8333333333333334
1980-07-13,129,35.0,3.0,0.30427436009762815,0.5833333333333334,1.0
1980-07-14,216,35.0,5.0,0.30427436009762815,0.5833333333333334,0.0
1980-07-15,216,34.0,5.0,0.30427436009762815,0.5833333333333334,0.16666666666666666
1980-07-16,219,35.0,5.0,0.30427436009762815,0.5833333333333334,0.3333333333333333
1980-07-17,216,34.0,5.0,0.30427436009762815,0.5833333333333334,0.5
1980-07-18,217,36.0,5.0,0.30427436009762815,0.5833333333333334,0.6666666666666666
1980-07-19,220,32.0,5.0,0.30427436009762815,0.5833333333333334,0.8333333333333334
1980-07-20,278,36.0,5.0,0.30427436009762815,0.5833333333333334,1.0
1980-07-21,266,36.0,5.0,0.30427436009762815,0.5833333333333334,0.0
1980-07-22,228,34.0,5.0,0.30427436009762815,0.5833333333333334,0.16666666666666666
1980-07-23,106,33.0,3.0,0.18687026722573377,0.5833333333333334,0.3333333333333333
1980-07-24,93,34.0,2.0,0.18687026722573377,0.5833333333333334,0.5
1980-07-25,185,34.0,4.0,0.30427436009762815,0.5833333333333334,0.6666666666666666
1980-07-26,233,33.0,5.0,0.30427436009762815,0.5833333333333334,0.8333333333333334
1980-07-27,172,32.0,4.0,0.30427436009762815,0.5833333333333334,1.0
1980-07-28,93,33.0,2.0,0.30427436009762815,0.5833333333333334,0.0
1980-07-29,104,32.0,3.0,0.18687026722573377,0.5833333333333334,0.16666666666666666
1980-07-30,213,35.0,5.0,0.30427436009762815,0.5833333333333334,0.3333333333333333
1980-07-31,232,37.0,5.0,0.30427436009762815,0.5833333333333334,0.5
1980-08-01,206,36.0,5.0,0.30427436009762815,0.6666666666666666,0.6666666666666666
1980-08-02,205,36.0,5.0,0.30427436009762815,0.6666666666666666,0.8333333333333334
1980-08-03,187,35.0,4.0,0.30427436009762815,0.6666666666666666,1.0
1980-08-04,224,36.0,5.0,0.30427436009762815,0.6666666666666666,0.0
1980-08-05,210,35.0,5.0,0.30427436009762815,0.6666666666666666,0.16666666666666666
1980-08-06,219,35.0,5.0,0.30427436009762815,0.6666666666666666,0.3333333333333333
1980-08-07,215,35.0,5.0,0.30427436009762815,0.6666666666666666,0.5
1980-08-08,223,35.0,5.0,0.30427436009762815,0.6666666666666666,0.6666666666666666
1980-08-09,156,36.0,4.0,0.30427436009762815,0.6666666666666666,0.8333333333333334
1980-08-10,147,35.0,3.0,0.30427436009762815,0.6666666666666666,1.0
1980-08-11,205,37.0,5.0,0.30427436009762815,0.6666666666666666,0.0
1980-08-12,138,37.0,3.0,0.18687026722573377,0.6666666666666666,0.16666666666666666
1980-08-13,99,37.0,2.0,0.18687026722573377,0.6666666666666666,0.3333333333333333
1980-08-14,208,36.0,5.0,0.30427436009762815,0.6666666666666666,0.5
1980-08-15,120,37.0,3.0,0.18687026722573377,0.6666666666666666,0.6666666666666666
1980-08-16,87,38.0,2.0,0.18687026722573377,0.6666666666666666,0.8333333333333334
1980-08-17,90,37.0,2.0,0.22880030039426746,0.6666666666666666,1.0
1980-08-18,90,37.0,2.0,0.18687026722573377,0.6666666666666666,0.0
1980-08-19,164,36.0,4.0,0.30427436009762815,0.6666666666666666,0.16666666666666666
1980-08-20,101,37.0,3.0,0.18687026722573377,0.6666666666666666,0.3333333333333333
1980-08-21,93,38.0,2.0,0.18687026722573377,0.6666666666666666,0.5
1980-08-22,84,37.0,2.0,0.18687026722573377,0.6666666666666666,0.6666666666666666
1980-08-23,90,28.0,2.0,0.30427436009762815,0.6666666666666666,0.8333333333333334
1980-08-24,192,19.0,4.0,0.30427436009762815,0.6666666666666666,1.0
1980-08-25,205,35.0,5.0,0.30427436009762815,0.6666666666666666,0.0
1980-08-26,260,35.0,5.0,0.30427436009762815,0.6666666666666666,0.16666666666666666
1980-08-27,222,35.0,5.0,0.30427436009762815,0.6666666666666666,0.3333333333333333
1980-08-28,238,36.0,5.0,0.30427436009762815,0.6666666666666666,0.5
1980-08-29,112,37.0,3.0,0.30427436009762815,0.6666666666666666,0.6666666666666666
1980-08-30,201,35.0,5.0,0.30427436009762815,0.6666666666666666,0.8333333333333334
1980-08-31,140,37.0,3.0,0.30427436009762815,0.6666666666666666,1.0
1980-09-01,190,38.0,4.0,0.30427436009762815,0.75,0.0
1980-09-02,201,37.0,5.0,0.30427436009762815,0.75,0.16666666666666666
1980-09-03,126,37.0,3.0,0.18687026722573377,0.75,0.3333333333333333
1980-09-04,195,38.0,4.0,0.30427436009762815,0.75,0.5
1980-09-05,163,38.0,4.0,0.18687026722573377,0.75,0.6666666666666666
1980-09-06,190,38.0,4.0,0.30427436009762815,0.75,0.8333333333333334
1980-09-07,133,38.0,3.0,0.30427436009762815,0.75,1.0
1980-09-08,97,36.0,2.0,0.18687026722573377,0.75,0.0
1980-09-09,182,35.0,4.0,0.30427436009762815,0.75,0.16666666666666666
1980-09-10,113,36.0,3.0,0.18687026722573377,0.75,0.3333333333333333
1980-09-11,93,36.0,2.0,0.30427436009762815,0.75,0.5
1980-09-12,182,36.0,4.0,0.30427436009762815,0.75,0.6666666666666666
1980-09-13,208,34.0,5.0,0.30427436009762815,0.75,0.8333333333333334
1980-09-14,176,31.0,4.0,0.18687026722573377,0.75,1.0
1980-09-15,115,30.0,3.0,0.18687026722573377,0.75,0.0
1980-09-16,68,30.0,2.0,0.18687026722573377,0.75,0.16666666666666666
1980-09-17,84,31.0,2.0,0.18687026722573377,0.75,0.3333333333333333
1980-09-18,95,31.0,2.0,0.18687026722573377,0.75,0.5
1980-09-19,102,31.0,3.0,0.22880030039426746,0.75,0.6666666666666666
1980-09-20,177,30.0,4.0,0.30427436009762815,0.75,0.8333333333333334
1980-09-21,192,30.0,4.0,0.30427436009762815,0.75,1.0
1980-09-22,200,30.0,4.0,0.30427436009762815,0.75,0.0
1980-09-23,158,29.0,4.0,0.18687026722573377,0.75,0.16666666666666666
1980-09-24,75,29.0,2.0,0.18687026722573377,0.75,0.3333333333333333
1980-09-25,97,30.0,2.0,0.18687026722573377,0.75,0.5
1980-09-26,111,31.0,3.0,0.18687026722573377,0.75,0.6666666666666666
1980-09-27,75,32.0,2.0,0.18687026722573377,0.75,0.8333333333333334
1980-09-28,81,27.0,2.0,0.18687026722573377,0.75,1.0
1980-09-29,86,30.0,2.0,0.18687026722573377,0.75,0.0
1980-09-30,109,32.0,3.0,0.18687026722573377,0.75,0.16666666666666666
1980-10-01,93,29.0,2.0,0.18687026722573377,0.8333333333333334,0.3333333333333333
1980-10-02,109,30.0,3.0,0.18687026722573377,0.8333333333333334,0.5
1980-10-03,97,30.0,2.0,0.18687026722573377,0.8333333333333334,0.6666666666666666
1980-10-04,84,30.0,2.0,0.18687026722573377,0.8333333333333334,0.8333333333333334
1980-10-05,63,29.0,2.0,0.18687026722573377,0.8333333333333334,1.0
1980-10-06,82,30.0,2.0,0.18687026722573377,0.8333333333333334,0.0
1980-10-07,82,32.0,2.0,0.18687026722573377,0.8333333333333334,0.16666666666666666
1980-10-08,101,32.0,3.0,0.22880030039426746,0.8333333333333334,0.3333333333333333
1980-10-09,125,32.0,3.0,0.18687026722573377,0.8333333333333334,0.5
1980-10-10,83,32.0,2.0,0.18687026722573377,0.8333333333333334,0.6666666666666666
1980-10-11,80,31.0,2.0,0.18687026722573377,0.8333333333333334,0.8333333333333334
1980-10-12,72,29.0,2.0,0.18687026722573377,0.8333333333333334,1.0
1980-10-13,60,29.0,2.0,0.18687026722573377,0.8333333333333334,0.0
1980-10-14,84,29.0,2.0,0.18687026722573377,0.8333333333333334,0.16666666666666666
1980-10-15,166,24.0,4.0,0.18687026722573377,0.8333333333333334,0.3333333333333333
1980-10-16,120,27.0,3.0,0.18687026722573377,0.8333333333333334,0.5
1980-10-17,147,28.0,3.0,0.18687026722573377,0.8333333333333334,0.6666666666666666
1980-10-18,84,28.0,2.0,0.18687026722573377,0.8333333333333334,0.8333333333333334
1980-10-19,65,24.0,2.0,0.18687026722573377,0.8333333333333334,1.0
1980-10-20,88,29.0,2.0,0.18687026722573377,0.8333333333333334,0.0
1980-10-21,76,21.0,2.0,0.18687026722573377,0.8333333333333334,0.16666666666666666
1980-10-22,89,30.0,2.0,0.18687026722573377,0.8333333333333334,0.3333333333333333
1980-10-23,104,31.0,3.0,0.18687026722573377,0.8333333333333334,0.5
1980-10-24,108,31.0,3.0,0.18687026722573377,0.8333333333333334,0.6666666666666666
1980-10-25,61,29.0,2.0,0.18687026722573377,0.8333333333333334,0.8333333333333334
1980-10-26,49,29.0,1.0,0.18687026722573377,0.8333333333333334,1.0
1980-10-27,82,25.0,2.0,0.18687026722573377,0.8333333333333334,0.0
1980-10-28,85,29.0,2.0,0.18687026722573377,0.8333333333333334,0.16666666666666666
1980-10-29,86,33.0,2.0,0.18687026722573377,0.8333333333333334,0.3333333333333333
1980-10-30,89,33.0,2.0,0.18687026722573377,0.8333333333333334,0.5
1980-10-31,88,31.0,2.0,0.18687026722573377,0.8333333333333334,0.6666666666666666
1980-11-01,75,26.0,2.0,0.18687026722573377,0.9166666666666666,0.8333333333333334
1980-11-02,78,31.0,2.0,0.18687026722573377,0.9166666666666666,1.0
1980-11-03,73,28.0,2.0,0.18687026722573377,0.9166666666666666,0.0
1980-11-04,75,31.0,2.0,0.18687026722573377,0.9166666666666666,0.16666666666666666
1980-11-05,97,27.0,2.0,0.18687026722573377,0.9166666666666666,0.3333333333333333
1980-11-06,77,22.0,2.0,0.18687026722573377,0.9166666666666666,0.5
1980-11-07,95,30.0,2.0,0.18687026722573377,0.9166666666666666,0.6666666666666666
1980-11-08,63,24.0,2.0,0.18687026722573377,0.9166666666666666,0.8333333333333334
1980-11-09,76,11.0,2.0,0.18687026722573377,0.9166666666666666,1.0
1980-11-10,90,27.0,2.0,0.18687026722573377,0.9166666666666666,0.0
1980-11-11,59,25.0,2.0,0.18687026722573377,0.9166666666666666,0.16666666666666666
1980-11-12,82,30.0,2.0,0.18687026722573377,0.9166666666666666,0.3333333333333333
1980-11-13,81,29.0,2.0,0.18687026722573377,0.9166666666666666,0.5
1980-11-14,101,28.0,3.0,0.18687026722573377,0.9166666666666666,0.6666666666666666
1980-11-15,77,29.0,2.0,0.18687026722573377,0.9166666666666666,0.8333333333333334
1980-11-16,51,28.0,2.0,0.18687026722573377,0.9166666666666666,1.0
1980-11-17,89,26.0,2.0,0.18687026722573377,0.9166666666666666,0.0
1980-11-18,106,23.0,3.0,0.18687026722573377,0.9166666666666666,0.16666666666666666
1980-11-19,81,14.0,2.0,0.18687026722573377,0.9166666666666666,0.3333333333333333
1980-11-20,94,22.0,2.0,0.18687026722573377,0.9166666666666666,0.5
1980-11-21,136,23.0,3.0,0.18687026722573377,0.9166666666666666,0.6666666666666666
1980-11-22,81,25.0,2.0,0.18687026722573377,0.9166666666666666,0.8333333333333334
1980-11-23,94,25.0,2.0,0.22880030039426746,0.9166666666666666,1.0
1980-11-24,99,25.0,2.0,0.18687026722573377,0.9166666666666666,0.0
1980-11-25,91,26.0,2.0,0.18687026722573377,0.9166666666666666,0.16666666666666666
1980-11-26,77,26.0,2.0,0.18687026722573377,0.9166666666666666,0.3333333333333333
1980-11-27,62,27.0,2.0,0.18687026722573377,0.9166666666666666,0.5
1980-11-28,75,27.0,2.0,0.18687026722573377,0.9166666666666666,0.6666666666666666
1980-11-29,69,28.0,2.0,0.18687026722573377,0.9166666666666666,0.8333333333333334
1980-11-30,67,27.0,2.0,0.18687026722573377,0.9166666666666666,1.0
1980-12-01,86,22.0,2.0,0.18687026722573377,1.0,0.0
1980-12-02,97,22.0,2.0,0.18687026722573377,1.0,0.16666666666666666
1980-12-03,73,11.0,2.0,0.18687026722573377,1.0,0.3333333333333333
1980-12-04,108,22.0,3.0,0.18687026722573377,1.0,0.5
1980-12-05,121,21.0,3.0,0.18687026722573377,1.0,0.6666666666666666
1980-12-06,81,21.0,2.0,0.18687026722573377,1.0,0.8333333333333334
1980-12-07,72,19.0,2.0,0.18687026722573377,1.0,1.0
1980-12-08,100,21.0,2.0,0.18687026722573377,1.0,0.0
1980-12-09,93,23.0,2.0,0.18687026722573377,1.0,0.16666666666666666
